Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
05/08/2015,LEXS,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6817421
05/08/2015,LEXS,LL,,GRN,V121473,IL,701 N. Sacramento,(773) 265-1846,1533365
05/08/2015,MITS,2D,,SIL,L773106,IL,10300 S. Doty,(773) 568-8495,2763744
05/08/2015,MITS,4D,,BLK,E477110,IL,701 N. Sacramento,(773) 265-7605,6817413
05/08/2015,NISS,4D,,GRY,V464090,IL,10300 S. Doty,(773) 568-8495,2763721
05/08/2015,OLDS,4D,,SIL,E476779,IL,701 N. Sacramento,(773) 265-7605,6817347
05/08/2015,PONT,4D,,TAN,V139094,IL,10300 S. Doty,(773) 568-8495,2763709
05/08/2015,SATU,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6817409
05/08/2015,TOYT,4D,,TAN,S706349,IL,10300 S. Doty,(773) 568-8495,2763727
05/08/2015,VOLK,4T,,WHI,L680374,IL,10300 S. Doty,(773) 568-8495,2763747
05/08/2015,,2D,,BLK,E223N3,MS,400 E. Lower Wacker,(312) 744-7550,925891
05/07/2015,ACUR,2D,,BLK,E203999,IL,701 N. Sacramento,(773) 265-7605,6817328
05/07/2015,ACUR,4D,,GRY,R919091,IL,701 N. Sacramento,(773) 265-7605,6817251
05/07/2015,ACUR,4D,,GRN,S802419,IL,701 N. Sacramento,(773) 265-7605,6817317
05/07/2015,BUIC,4D,,TAN,E762883,IL,701 N. Sacramento,(773) 265-7605,6817263
05/07/2015,CADI,4D,,BLK,E155071,IL,10300 S. Doty,(773) 568-8495,2763664
05/07/2015,CHEV,4D,IMP,BLK,P506538,IL,701 N. Sacramento,(773) 265-7605,6817289
05/07/2015,CHEV,4D,,BLK,R762149,IL,10300 S. Doty,(773) 568-8495,2763663
05/07/2015,CHEV,4D,,SIL,E357739,IL,10300 S. Doty,(773) 568-8495,2763691
05/07/2015,CHEV,4D,,TAN,E500808,IL,10300 S. Doty,(773) 568-8495,2763678
05/07/2015,CHEV,4D,,GRN,D61626,AL,10300 S. Doty,(773) 568-8495,2763670
05/07/2015,CHEV,LL,,BRO,V762375,IL,701 N. Sacramento,(773) 265-7605,6817320
05/07/2015,CHEV,PK,,RED,163736EN,IL,701 N. Sacramento,(773) 265-7605,6817329
05/07/2015,CHEV,VN,,WHI,10202LE,IL,701 N. Sacramento,(773) 265-7605,6817313
05/07/2015,CHRY,VC,,BLU,E479224,IL,10300 S. Doty,(773) 568-8495,2763705
05/07/2015,CHRY,VN,,BLU,R217820,IL,10300 S. Doty,(773) 568-8495,466387
05/07/2015,FORD,LL,,WHI,3144553,IL,10300 S. Doty,(773) 568-8495,2763659
05/07/2015,FORD,LL,,SIL,MV3127,WI,701 N. Sacramento,(773) 265-1846,1533356
05/07/2015,FORD,LL,,BLK,V196120,IL,10300 S. Doty,(773) 568-8495,2763695
05/07/2015,FORD,VN,EC1,BLK,V533424,IL,701 N. Sacramento,(773) 265-1846,1533354
05/07/2015,FORD,VN,,GRN,V507819,IL,10300 S. Doty,(773) 568-8495,2763692
05/07/2015,HOND,VN,,TAN,V414783,IL,10300 S. Doty,(773) 568-8495,2276368
05/07/2015,HYUN,4D,,GRY,N238861,IL,701 N. Sacramento,(773) 265-7605,6814726
05/07/2015,JEEP,4D,,RED,801R866,IL,701 N. Sacramento,(773) 265-7605,6817250
05/07/2015,KIA,4D,,TAN,251282,IL,701 N. Sacramento,(773) 265-7605,6817321
05/07/2015,LINC,4D,,BLK,331R912,IL,10300 S. Doty,(773) 568-8495,2763673
05/07/2015,MERC,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2763672
05/07/2015,MITS,4D,,BLK,R454138,IL,701 N. Sacramento,(773) 265-7605,6817314
05/07/2015,NISS,4D,,TAN,8506017,IL,10300 S. Doty,(773) 568-8495,2763662
05/07/2015,NISS,LL,,GRY,V599082,IL,701 N. Sacramento,(773) 265-7605,6817267
05/07/2015,OLDS,4D,,BLU,L930133,IL,10300 S. Doty,(773) 568-8495,2763693
05/07/2015,PONT,2D,,BLU,V617412,IL,10300 S. Doty,(773) 568-8495,2763703
05/07/2015,PONT,4D,,TAN,V524778,IL,701 N. Sacramento,(773) 265-7605,6817336
05/07/2015,PONT,4D,,GRY,116S809,IL,701 N. Sacramento,(773) 265-7605,2763707
05/07/2015,TOYT,4D,,BLK,P990087,IL,10300 S. Doty,(773) 568-8495,2763674
05/07/2015,VOLV,4D,,SIL,E312532,IL,10300 S. Doty,(773) 568-8495,2763697
05/06/2015,BUIC,4D,,BLU,E362092,IL,701 N. Sacramento,(773) 265-7605,6817244
05/06/2015,BUIC,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2763620
05/06/2015,BUIC,4D,,MAR,Y721427,IL,10300 S. Doty,(773) 568-8495,2763653
05/06/2015,CHEV,4D,,GRY,L664432,IL,10300 S. Doty,(773) 568-8495,2763610
05/06/2015,CHEV,4D,,WHI,E180140,IL,701 N. Sacramento,(773) 265-7605,6817157
05/06/2015,CHEV,4D,,SIL,E386398,IL,10300 S. Doty,(773) 568-8495,2763633
05/06/2015,CHEV,4D,,GRY,K965500,IL,701 N. Sacramento,(773) 265-7605,6817159
05/06/2015,CHEV,4D,,SIL,8922254,IL,701 N. Sacramento,(773) 265-7605,6817213
05/06/2015,CHEV,LL,,WHI,11425NB,IL,10300 S. Doty,(773) 568-8495,2763636
05/06/2015,CHEV,LL,,BLK,S147174,IL,10300 S. Doty,(773) 785-9752,466382
05/06/2015,CHEV,VN,,GRN,V763918,IL,701 N. Sacramento,(773) 265-7605,6817245
05/06/2015,DODG,2D,,GRN,V969347,IL,400 E. Lower Wacker,(312) 744-7550,925783
05/06/2015,FORD,2D,,RED,V321498,IL,701 N. Sacramento,(773) 265-7605,6817160
05/06/2015,FORD,2D,,GRN,S211436,IL,10300 S. Doty,(773) 568-8495,2763608
05/06/2015,FORD,4D,,MAR,E438388,IL,10300 S. Doty,(773) 568-8495,2763642
05/06/2015,FORD,LL,,BLU,R743846,IL,701 N. Sacramento,(773) 265-7605,6817234
05/06/2015,FORD,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2763649
05/06/2015,FORD,PK,,RED,TK756MRQ,IN,10300 S. Doty,(773) 568-8495,2763627
05/06/2015,FORD,SW,,TAN,E389337,IL,10300 S. Doty,(773) 785-9752,466383
05/06/2015,HOND,4D,,SIL,S903361,IL,701 N. Sacramento,(773) 265-7605,6817187
05/06/2015,HOND,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6817243
05/06/2015,HOND,4D,,RED,E894731,IL,10300 S. Doty,(773) 568-8495,2763628
05/06/2015,HYUN,2D,,BLU,P647109,IL,701 N. Sacramento,(773) 265-7605,6817203
05/06/2015,JEEP,LL,,RED,R136052,IL,10300 S. Doty,(773) 568-8495,2763629
05/06/2015,JEEP,LL,,WHI,S496254,IL,701 N. Sacramento,(773) 265-7605,8131
05/06/2015,MERZ,4D,,BLU,973R812,IL,701 N. Sacramento,(773) 265-7605,6817233
05/06/2015,NISS,4D,,BLK,E148279,IL,10300 S. Doty,(773) 568-8495,2763612
05/06/2015,NISS,4D,,SIL,E355504,IL,701 N. Sacramento,(773) 265-7605,6817156
05/06/2015,OLDS,4D,,WHI,V855192,IL,701 N. Sacramento,(773) 265-7605,6817235
05/06/2015,PLYM,VN,,GRN,E381361,IL,10300 S. Doty,(773) 568-8495,2763601
05/06/2015,PONT,4D,,TAN,V330235,IL,10300 S. Doty,(773) 568-8495,466386
05/06/2015,PONT,VN,,BLK,V754857,IL,10300 S. Doty,(773) 568-8495,2763648
05/06/2015,TOYT,4D,,BGE,V750788,IL,701 N. Sacramento,(773) 265-7605,6817167
05/06/2015,TOYT,4D,,GRY,N660434,IL,701 N. Sacramento,(773) 265-7605,6817169
05/06/2015,TOYT,4D,,WHI,9760794,IL,701 N. Sacramento,(773) 265-7605,6817163
05/06/2015,TOYT,LL,,BLK,3254656,IL,10300 S. Doty,(773) 785-9752,466384
05/06/2015,VOLK,4D,,BLK,751R014,IL,701 N. Sacramento,(773) 265-7605,6817236
05/05/2015,AUDI,4D,,SIL,S726536,IL,701 N. Sacramento,(773) 265-7605,6817091
05/05/2015,BUIC,4D,,MAR,116S559,IL,10300 S. Doty,(773) 568-8495,2763557
05/05/2015,BUIC,LL,,BLK,G971787,IL,10300 S. Doty,(773) 568-8495,2763565
05/05/2015,CADI,4D,,BLK,R774532,IL,701 N. Sacramento,(773) 265-7605,6817080
05/05/2015,CADI,4D,,BGE,E147588,IL,10300 S. Doty,(773) 568-8495,2763578
05/05/2015,CADI,4D,,SIL,E476370,IL,10300 S. Doty,(773) 568-8495,2763592
05/05/2015,CHEV,4D,,WHI,L940398,IL,10300 S. Doty,(773) 568-8495,2763551
05/05/2015,CHEV,4D,,GRN,E434151,IL,10300 S. Doty,(773) 568-8495,2763572
05/05/2015,CHEV,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2763588
05/05/2015,CHEV,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2763581
05/05/2015,CHEV,4D,,BLU,E693536,IL,10300 S. Doty,(773) 568-8495,2763598
05/05/2015,CHEV,LL,,GRY,E363101,IL,10300 S. Doty,(773) 568-8495,2763554
05/05/2015,CHEV,VN,TK,WHI,R149170,IL,701 N. Sacramento,(773) 265-7605,6817151
05/05/2015,CHRY,4D,,GRY,E278841,IL,701 N. Sacramento,(773) 265-7605,6817139
05/05/2015,DODG,VN,TK,RED,V733366,IL,701 N. Sacramento,(773) 265-7605,6817085
05/05/2015,DODG,VN,TK,BLU,H422329,IL,10300 S. Doty,(773) 568-8495,2763590
05/05/2015,DODG,VN,TK,TAN,V596234,IL,10300 S. Doty,(773) 568-8495,2763573
05/05/2015,FORD,4D,,WHI,E868923,IL,10300 S. Doty,(773) 568-8495,466364
05/05/2015,FORD,4D,,WHI,E313554,IL,10300 S. Doty,(773) 568-8495,2763571
05/05/2015,FORD,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2763584
05/05/2015,FORD,4D,,GRN,X417620,IL,701 N. Sacramento,(773) 265-7605,6817135
05/05/2015,FORD,LL,TK,GRN,290206,IL,10300 S. Doty,(773) 568-8495,2763567
05/05/2015,FORD,LL,TK,WHI,S663715,IL,701 N. Sacramento,(773) 265-7605,6817103
05/05/2015,FORD,LL,TK,GRN,E728497,IL,701 N. Sacramento,(773) 265-7605,6817095
05/05/2015,FORD,PK,TK,BRO,RDC834,IL,701 N. Sacramento,(773) 265-7605,6817140
05/05/2015,GMC,LL,,GRY,S234396,IL,701 N. Sacramento,(773) 265-7605,6817144
05/05/2015,GMC,VN,TK,PLE,V707564,IL,701 N. Sacramento,(773) 265-7605,6817083
05/05/2015,HOND,LL,,GRY,297SCT,CT,701 N. Sacramento,(773) 265-7605,6817122
05/05/2015,HYUN,4D,,SIL,,,701 N. Sacramento,(773) 265-7605,6817076
05/05/2015,HYUN,4D,,SIL,842R302,IL,701 N. Sacramento,(773) 265-7605,6817138
05/05/2015,ISU,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2763548
05/05/2015,JEEP,4D,,BRO,E507432,IL,10300 S. Doty,(773) 568-8495,2763596
05/05/2015,MERZ,4D,,SIL,V459055,IL,701 N. Sacramento,(773) 265-7605,6817132
05/05/2015,NISS,4D,,WHI,E437202,IL,10300 S. Doty,(773) 568-8495,2763574
05/05/2015,NISS,4D,,BLK,R993980,IL,701 N. Sacramento,(773) 265-7605,6817115
05/05/2015,OLDS,2D,,COM,E154057,IL,10300 S. Doty,(773) 568-8495,2763595
05/05/2015,OLDS,4D,,MAR,V724998,IL,10300 S. Doty,(773) 568-8495,2763591
05/05/2015,PLYM,VN,TK,GRN,,,701 N. Sacramento,(773) 265-7605,6817092
05/05/2015,PONT,4D,,WHI,H205039,IL,701 N. Sacramento,(773) 265-7605,6817096
05/05/2015,PONT,4D,,SIL,E393997,IL,10300 S. Doty,(773) 568-8495,2763586
05/05/2015,PONT,4D,,BRO,E325286,IL,10300 S. Doty,(773) 568-8495,2763555
05/05/2015,PONT,VN,,BRO,770R630,IL,701 N. Sacramento,(773) 265-7605,6817142
05/05/2015,TOYT,2D,,SIL,543R254,IL,10300 S. Doty,(773) 568-8495,2763553
05/05/2015,TOYT,VN,,GRN,V721127,IL,701 N. Sacramento,(773) 265-7605,6817082
05/04/2015,CHEV,2D,MOC,GRN,V679048,IL,10300 S. Doty,(773) 568-8495,2763508
05/04/2015,CHRY,VN,TK,SIL,00123583,IL,10300 S. Doty,(773) 568-8495,2763504
05/04/2015,CHRY,VN,,MAR,1604BW,FL,10300 S. Doty,(773) 568-8495,2763501
05/04/2015,DODG,VN,,RED,2701565,IL,701 N. Sacramento,(773) 265-7605,6817069
05/04/2015,DODG,VN,TK,MAR,E465488,IL,10300 S. Doty,(773) 568-8495,2763540
05/04/2015,FORD,LL,TK,WHI,X705422,IL,701 N. Sacramento,(773) 265-7605,6817025
05/04/2015,FORD,PK,,WHI,1375125B,IL,701 N. Sacramento,(773) 265-7605,6817071
05/04/2015,FORD,PK,TK,GRY,1588826B,IL,10300 S. Doty,(773) 568-8495,2763531
05/04/2015,GMC,LL,TK,SIL,E282070,IL,701 N. Sacramento,(773) 265-7605,6817039
05/04/2015,HYUN,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2763503
05/04/2015,JEEP,LL,CHE,BLK,R605586,IL,10300 S. Doty,(773) 568-8495,2763518
05/04/2015,KIA,VN,TK,BLU,V839661,IL,701 N. Sacramento,(773) 265-7605,6817068
05/04/2015,MITS,4D,LAN,BLK,N570775,IL,701 N. Sacramento,(773) 265-7605,6817049
05/04/2015,NISS,4D,,SIL,E159962,IL,701 N. Sacramento,(773) 265-7605,6817072
05/04/2015,OLDS,LL,TK,RED,V829230,IL,10300 S. Doty,(773) 568-8495,2763541
05/04/2015,PLYM,4D,,GRN,N204522,IL,701 N. Sacramento,(773) 265-7605,6817026
05/04/2015,TOYT,4D,,SIL,284039,IL,400 E. Lower Wacker,(312) 744-7550,925631
05/04/2015,TOYT,4D,,SIL,V847889,IL,701 N. Sacramento,(773) 265-7605,6817064
05/03/2015,BMW,2D,,BLK,E612540,IL,701 N. Sacramento,(773) 265-7605,6816998
05/03/2015,BMW,4D,,GLD,952R330,IL,701 N. Sacramento,(773) 265-7605,6816958
05/03/2015,BUIC,4D,,TAN,L352612,IL,701 N. Sacramento,(773) 265-7605,6816956
05/03/2015,BUIC,4D,,TAN,953R835,IL,10300 S. Doty,(773) 568-8495,2763481
05/03/2015,CADI,LL,,MAR,VGN1860,VA,10300 S. Doty,(773) 568-8495,2763473
05/03/2015,CHEV,2D,,BLK,S470146,IL,701 N. Sacramento,(773) 265-7605,6816950
05/03/2015,CHEV,4D,,GLD,9225786,IL,701 N. Sacramento,(773) 265-7605,6817001
05/03/2015,CHEV,4D,,WHI,E387756,IL,10300 S. Doty,(773) 568-8495,2763486
05/03/2015,CHEV,4D,,BLU,V914677,IL,10300 S. Doty,(773) 568-8495,2763493
05/03/2015,CHEV,4D,,SIL,R438854,IL,701 N. Sacramento,(773) 265-7605,6816990
05/03/2015,CHEV,4D,,GRN,A468316,IL,701 N. Sacramento,(773) 265-7605,6816954
05/03/2015,CHEV,4T,,GRY,,IL,10300 S. Doty,(773) 568-8495,2763492
05/03/2015,CHEV,LL,,WHI,N807664,IL,701 N. Sacramento,(773) 265-7605,6816972
05/03/2015,CHEV,LL,,BLU,S487837,IL,701 N. Sacramento,(773) 265-7605,6816962
05/03/2015,CHEV,LL,,WHI,N854631,IL,701 N. Sacramento,(773) 265-7605,6816975
05/03/2015,CHEV,LL,,TAN,E191420,IL,701 N. Sacramento,(773) 265-7605,6817016
05/03/2015,CHEV,LL,,MAR,S227157,IL,701 N. Sacramento,(773) 265-7605,6816946
05/03/2015,CHEV,PK,,BLK,1639349,IL,10300 S. Doty,(773) 568-8495,2763459
05/03/2015,CHEV,VN,,BLU,N789731,IL,701 N. Sacramento,(773) 265-7605,6816968
05/03/2015,CHEV,VN,TK,WHI,1217852B,IL,10300 S. Doty,(773) 568-8495,2763461
05/03/2015,CHRY,4D,,GRY,E633693,IL,701 N. Sacramento,(773) 265-7605,6816987
05/03/2015,CHRY,4D,,WHI,V136891,IL,10300 S. Doty,(773) 568-8495,2763488
05/03/2015,DODG,4D,,TAN,v895898,IL,701 N. Sacramento,(773) 265-7605,6816951
05/03/2015,DODG,VN,,GRN,P142230,IL,701 N. Sacramento,(773) 265-7605,6816979
05/03/2015,DODG,VN,TK,GRN,A5596C,WI,10300 S. Doty,(773) 568-8495,2763499
05/03/2015,FORD,4D,,TAN,R137628,IL,701 N. Sacramento,(773) 265-7605,6816947
05/03/2015,FORD,4D,,BLK,MG6310,IL,10300 S. Doty,(773) 568-8495,2763474
05/03/2015,FORD,4D,,BLK,R897510,IL,701 N. Sacramento,(773) 265-7605,6816989
05/03/2015,FORD,4D,,GRY,S879192,IL,10300 S. Doty,(773) 568-8495,2763468
05/03/2015,FORD,4D,,GRN,UEU244,IL,10300 S. Doty,(773) 568-8495,2763482
05/03/2015,FORD,LL,,BLK,N863355,IL,701 N. Sacramento,(773) 265-7605,6816978
05/03/2015,FORD,LL,,SIL,S416543,IL,701 N. Sacramento,(773) 265-7605,6816984
05/03/2015,FORD,LL,,GRY,H824102,IL,701 N. Sacramento,(773) 265-7605,6816940
05/03/2015,FORD,PK,TK,RED,976R080,IL,10300 S. Doty,(773) 568-8495,2763489
05/03/2015,FORD,SW,,TAN,V525149,IL,701 N. Sacramento,(773) 265-7605,6816999
05/03/2015,FORD,VN,,SIL,E465878,IL,701 N. Sacramento,(773) 265-7605,6816982
05/03/2015,FORD,VN,,WHI,1609091,IL,10300 S. Doty,(773) 568-8495,2763498
05/03/2015,FORD,VN,,WHI,S869190,IL,701 N. Sacramento,(773) 265-7605,6816961
05/03/2015,GMC,LL,TK,BLK,N728414,IL,10300 S. Doty,(773) 568-8495,2763480
05/03/2015,GMC,VN,,WHI,6203OZ,IL,10300 S. Doty,(773) 568-8495,2763495
05/03/2015,HOAN,2D,,BLK,A845748,IL,701 N. Sacramento,(773) 265-7605,6816955
05/03/2015,HOND,2D,,RED,S921539,IL,701 N. Sacramento,(773) 265-7605,6816937
05/03/2015,HOND,2D,,SIL,L730039,IL,10300 S. Doty,(773) 568-8495,2763491
05/03/2015,HOND,4D,,BLU,V239107,IL,701 N. Sacramento,(773) 265-7605,6816985
05/03/2015,HOND,4D,,BLK,E700403,IL,701 N. Sacramento,(773) 265-7605,6816932
05/03/2015,HYUN,4D,,BLU,E382282,IL,10300 S. Doty,(773) 568-8495,2763487
05/03/2015,HYUN,4D,,BLK,S640243,IL,701 N. Sacramento,(773) 265-7605,6816997
05/03/2015,KIA,4D,,WHI,E753358,IL,701 N. Sacramento,(773) 265-7605,6816944
05/03/2015,KIA,LL,,SIL,V895856,IL,701 N. Sacramento,(773) 265-7605,6816974
05/03/2015,MAZD,4D,,BLU,E195617,IL,701 N. Sacramento,(773) 265-7605,6816963
05/03/2015,MERC,4D,,BLU,R986013,IL,701 N. Sacramento,(773) 265-7605,6816964
05/03/2015,MERC,LL,TK,GRY,N157386,IL,10300 S. Doty,(773) 568-8495,2763454
05/03/2015,MERC,VN,,BLU,R726667,IL,701 N. Sacramento,(773) 265-7605,6816965
05/03/2015,NISS,4D,,BLK,P497613,IL,701 N. Sacramento,(773) 265-7605,6816953
05/03/2015,NISS,4D,,SIL,E805274,IL,701 N. Sacramento,(773) 265-7605,6816970
05/03/2015,NISS,4D,,RED,3BN8597,MD,701 N. Sacramento,(773) 265-7605,6817000
05/03/2015,NISS,4D,,GRY,E365247,IL,701 N. Sacramento,(773) 265-7605,6816959
05/03/2015,NISS,4D,,BLK,V316968,IL,10300 S. Doty,(773) 568-8495,2763446
05/03/2015,PONT,4D,,WHI,V618115,IL,10300 S. Doty,(773) 568-8495,2763457
05/03/2015,PONT,4D,,BLU,E705805,IL,701 N. Sacramento,(773) 265-7605,6816994
05/03/2015,PONT,LL,,BLU,,IL,10300 S. Doty,(773) 568-8495,2763496
05/03/2015,ROMA,MC,,RED,,IL,701 N. Sacramento,(773) 265-7605,6817014
05/03/2015,SATR,4D,,MAR,E398313,IL,10300 S. Doty,(773) 568-8495,2763450
05/03/2015,TOYT,4D,,SIL,N198668,IL,701 N. Sacramento,(773) 265-7605,6816977
05/03/2015,TOYT,4D,,BLK,P182880,IL,701 N. Sacramento,(773) 265-7605,6816980
05/03/2015,TOYT,4D,,GRY,E568656,IL,701 N. Sacramento,(773) 265-7605,6817020
05/03/2015,TOYT,4D,,WHI,463TVR,FL,701 N. Sacramento,(773) 265-7605,6816945
05/03/2015,TOYT,4D,,GRY,V199487,IL,10300 S. Doty,(773) 568-8495,2763478
05/03/2015,TOYT,4D,,SIL,R198871,IL,701 N. Sacramento,(773) 265-7605,6816949
05/03/2015,TOYT,4D,,BLK,E398694,IL,10300 S. Doty,(773) 568-8495,2763451
05/03/2015,TOYT,4D,,GRY,5578530,IL,701 N. Sacramento,(773) 265-7605,6816957
05/03/2015,TOYT,4D,,BLK,K752380,IL,701 N. Sacramento,(773) 265-7605,6816967
05/03/2015,TOYT,4D,,BLK,5U0H563,CA,701 N. Sacramento,(773) 265-7605,6816966
05/03/2015,TOYT,4T,,SIL,V378039,IL,701 N. Sacramento,(773) 265-7605,6816928
05/03/2015,TOYT,VN,,TAN,P335616,IL,701 N. Sacramento,(773) 265-7605,6816986
05/03/2015,TOYT,VN,,TAN,NEO620,CA,701 N. Sacramento,(773) 265-7605,6816942
05/03/2015,VOLK,4D,,SIL,E120820,IL,701 N. Sacramento,(773) 265-7605,6816969
05/03/2015,VOLK,4D,,RED,V765959,IL,701 N. Sacramento,(773) 265-7605,6816988
05/02/2015,BUIC,4D,,TAN,935R331,IL,701 N. Sacramento,(773) 265-7605,6816878
05/02/2015,BUIC,LL,,RED,E391109,IL,10300 S. Doty,(773) 568-8495,2763360
05/02/2015,CADI,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6816896
05/02/2015,CADI,4D,DEV,BLK,S778082,IL,10300 S. Doty,(773) 568-8495,2763373
05/02/2015,CADI,4D,DEV,GRY,S956697,IL,701 N. Sacramento,(773) 265-7605,6816905
05/02/2015,CADI,4D,,GRN,V748294,IL,10300 S. Doty,(773) 568-8495,2763438
05/02/2015,CADI,LL,ESC,BLK,H891450,IL,10300 S. Doty,(773) 568-8495,2763417
05/02/2015,CHEV,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6816901
05/02/2015,CHEV,4T,,MAR,N134127,IL,701 N. Sacramento,(773) 265-7605,6816925
05/02/2015,CHEV,LL,,MAR,77052Y,IL,10300 S. Doty,(773) 568-8495,2763354
05/02/2015,CHEV,PK,,BLK,1169448,IL,10300 S. Doty,(773) 568-8495,2763340
05/02/2015,CHEV,VN,,BLU,H940467,IL,701 N. Sacramento,(773) 265-7605,6816912
05/02/2015,CHEV,VN,TK,WHI,S221349,IL,10300 S. Doty,(773) 568-8495,2763442
05/02/2015,CHRY,4D,,TAN,S904727,IL,10300 S. Doty,(773) 568-8495,2763332
05/02/2015,DODG,2D,,BLU,S860918,IL,10300 S. Doty,(773) 568-8495,2763353
05/02/2015,FORD,2D,,RED,E361406,IL,10300 S. Doty,(773) 568-8495,2763365
05/02/2015,FORD,4T,,GRN,CH9Z037,IL,701 N. Sacramento,(773) 265-7605,6816911
05/02/2015,FORD,LL,,SIL,V760199,IL,10300 S. Doty,(773) 568-8495,2763361
05/02/2015,FORD,VN,TK,BLU,N939363,IL,10300 S. Doty,(773) 568-8495,2763437
05/02/2015,FORD,VN,,BLK,S877968,IL,10300 S. Doty,(773) 568-8495,2763366
05/02/2015,GMC,LL,,BLK,P709441,IL,10300 S. Doty,(773) 568-8495,2763341
05/02/2015,GMC,VN,TK,WHI,E927253,IL,701 N. Sacramento,(773) 265-7605,6816877
05/02/2015,HOND,4D,CIV,SIL,S190723,IL,10300 S. Doty,(773) 568-8495,2763377
05/02/2015,HOND,4D,,WHI,N299577,IL,10300 S. Doty,(773) 568-8495,2763416
05/02/2015,HOND,4T,,BLK,V589065,IL,10300 S. Doty,(773) 568-8495,6816913
05/02/2015,JEEP,4D,,BLK,E648341,IL,10300 S. Doty,(773) 568-8495,2763358
05/02/2015,JEEP,4D,,BLK,R481407,IL,701 N. Sacramento,(773) 265-7605,6816886
05/02/2015,JEEP,LL,CHE,WHI,R814573,IL,10300 S. Doty,(773) 568-8495,2763380
05/02/2015,JEEP,LL,,BLK,P200552,IL,701 N. Sacramento,(773) 265-7605,6816924
05/02/2015,JEEP,LL,,GRY,S315371,IL,701 N. Sacramento,(773) 265-7605,6816917
05/02/2015,JEEP,LL,,MAR,HOUSEBD,IL,701 N. Sacramento,(773) 265-7605,6816897
05/02/2015,JEEP,LL,,SIL,E127421,IL,10300 S. Doty,(773) 568-8495,2763351
05/02/2015,KIA,4D,,TAN,V755066,IL,701 N. Sacramento,(773) 265-7605,6816907
05/02/2015,MERZ,2T,,GRY,S908310,IL,10300 S. Doty,(773) 568-8495,2763367
05/02/2015,NISS,4D,,BLK,E396289,IL,10300 S. Doty,(773) 568-8495,2763338
05/02/2015,NISS,VC,,TAN,E386962,IL,10300 S. Doty,(773) 568-8495,2763359
05/02/2015,OLDS,VN,,GRY,V333471,IL,10300 S. Doty,(773) 568-8495,2763331
05/02/2015,PLYM,VN,,GRN,V777633,IL,701 N. Sacramento,(773) 265-7605,6816876
05/02/2015,PONT,4D,,GLD,P118989,IL,10300 S. Doty,(773) 568-8495,2763388
05/02/2015,PONT,4D,,TAN,V147202,IL,10300 S. Doty,(773) 568-8495,2763337
05/02/2015,PONT,4D,,TAN,E698013,IL,10300 S. Doty,(773) 568-8495,2763429
05/02/2015,RANG,LL,,WHI,150S721,IL,10300 S. Doty,(773) 568-8495,2763363
05/02/2015,TOYT,4T,,GRY,H489063,IL,701 N. Sacramento,(773) 265-7605,6816922
05/02/2015,TOYT,VN,TK,SIL,A132249,IL,701 N. Sacramento,(773) 265-7605,6816915
05/02/2015,VOLK,4D,JET,BLK,S926968,IL,701 N. Sacramento,(773) 265-7605,6816894
05/01/2015,BUIC,4D,,WHI,P427735,IL,701 N. Sacramento,(773) 265-7605,6816824
05/01/2015,BUIC,4D,,WHI,V144501,IL,701 N. Sacramento,(773) 265-7605,6816861
05/01/2015,CADI,4D,,WHI,P328028,IL,10300 S. Doty,(773) 568-8495,2763247
05/01/2015,CHEV,2D,,BLK,N924552,IL,10300 S. Doty,(773) 568-8495,2763264
05/01/2015,CHEV,2D,,RED,948R308,IL,10300 S. Doty,(773) 568-8495,2763262
05/01/2015,CHEV,4D,,SIL,E623775,IL,10300 S. Doty,(773) 568-8495,2763322
05/01/2015,CHEV,4D,,GRN,V475439,IL,10300 S. Doty,(773) 568-8495,2763325
05/01/2015,CHEV,4D,,TAN,696R429,IL,701 N. Sacramento,(773) 265-7605,6816834
05/01/2015,CHEV,LL,BLZ,GRY,R141522,IL,701 N. Sacramento,(773) 265-7605,6816849
05/01/2015,CHRY,4D,,BLK,V690853,IL,701 N. Sacramento,(773) 265-7605,6816836
05/01/2015,DODG,VN,,BLU,278803,IL,701 N. Sacramento,(773) 265-7605,6816831
05/01/2015,FORD,4D,,RED,E154245,IL,10300 S. Doty,(773) 568-8495,2763323
05/01/2015,FORD,4D,,GRY,803R430,IL,701 N. Sacramento,(773) 265-7605,6816838
05/01/2015,FORD,LL,,WHI,1538904,IL,10300 S. Doty,(773) 568-8495,2763314
05/01/2015,FORD,VN,F10,TAN,V208257,IL,10300 S. Doty,(773) 568-8495,2763291
